,Title,Series or Movie,COUNTRY,Release Date,GENRE,VALUE,Genre_all,Tags,Languages,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,Production House,Summary,IMDb Votes
139,fiftyshadesfreed,Movie,United States,2018-02-07,Romance,2942,"Drama, Romance, Thriller","Movies Based on Books,Romantic Dramas,Romantic Movies,Dramas,Romantic Favourites,Steamy Romance,US Movies,Steamy Romantic Films",English,1.4,"Canada,Brazil,Argentina,Mexico,Japan,Colombia,France,Switzerland",1-2 hour,James Foley,"E.L. James, Niall Leonard","Eloise Mumford, Eric Johnson, Dakota Johnson, Jamie Dornan",R,4.5,11.0,31.0,6.0,10.0,"$100,407,760",2019-11-10,"Michael De Luca, Perfect World Pictures",Newlyweds Anastasia and Christian barely begin to settle into postnuptial bliss when a shadowy figure from the past threatens their happily-ever-after.,56092.0
140,hoops,TV,United States,2020-08-21,Animation,2889,"Drama, Short","Sitcoms,TV Comedies,Adult Animation,US TV Shows,Animation",English,7.8,"Spain,Czech Republic,Israel,Argentina,Australia,Belgium,Brazil,Canada,Switzerland,Germany,United Kingdom,United States,Mexico,Japan,Italy,Lithuania,Poland,India,South Africa,Hong Kong,South Korea,Russia,Thailand,Singapore,France,Iceland,Greece,Portugal,Netherlands,Slovakia,Sweden,Hungary,Turkey,Malaysia,Colombia,Romania",< 30 minutes,John Lyde,John Lyde,"Maxwell Heyborne, Kirby Heyborne, Ethan Lyde, Michael Birkeland",Not Rated,5.7,,,,,,2020-08-21,,A foul-mouthed high school basketball coach is sure hell hit the big leagues if he can only turn his terrible team around. Good luck with that.,19.0
141,aquaman,Movie,United States,2018-12-07,Superhero,2887,"Action, Adventure, Fantasy, Sci-Fi","Action & Adventure,Adventures,Comic Book and Superhero Movies,Blockbuster Action & Adventure,Action Movies,US Movies","English, Russian, Maori, Italian",3.1,"Switzerland,Canada,Belgium,Netherlands,Spain,Germany,India,Turkey,Thailand,Singapore,Malaysia,Hong Kong",> 2 hrs,James Wan,"David Leslie Johnson-McGoldrick, Will Beall, Mort Weisinger, James Wan, Paul Norris, Geoff Johns","Willem Dafoe, Amber Heard, Patrick Wilson, Jason Momoa",PG-13,6.9,65.0,55.0,2.0,39.0,"$335,061,807",2019-09-05,Peter Safran,Amphibious superhero Arthur Curry learns what it means to be Aquaman when he must stop the king of Atlantis from waging war against the surface world.,372277.0
142,therain,TV,Denmark,2018-05-04,Science Fiction,2883,"Drama, Sci-Fi, Thriller","Teen TV Shows,TV Dramas,TV Sci-Fi & Fantasy,TV Shows,TV Teen Dramas",Danish,3.1,"Brazil,Spain,Canada,United States,United Kingdom,Australia,Argentina,Germany,Russia,Czech Republic,Singapore,France,Poland,India,Sweden,Netherlands,Slovakia,Israel,Lithuania,Hong Kong,Japan,Romania,Mexico,South Korea,Belgium,Greece,Switzerland,Portugal,South Africa,Iceland,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,"Jannik Tai Mosholt, Christian Potalivo, Esben Toft Jacobsen","Alba August, Lucas Lynggaard Tønnesen, Lukas Løkken, Mikkel Boe Følsgaard",TV-MA,6.3,,,,4.0,,2018-05-04,,"Six years after a brutal virus wipes out most of Scandinavias population, two siblings join a band of young survivors seeking safety -- and answers.",30824.0
143,da5bloods,Movie,United States,2020-06-12,Drama,2878,"Adventure, Drama, War","Action & Adventure,Military Action & Adventure,Military Dramas,Dramas,Historical Movies,Historical Dramas,US Movies","English, Finnish, French, Vietnamese",3.7,"Belgium,Switzerland,Russia,Portugal,United Kingdom,Netherlands,Slovakia,Germany,Sweden,Hungary,Canada,Australia,Lithuania,Mexico,Poland,Brazil,France,South Africa,India,Iceland,Hong Kong,Thailand,Italy,Japan,Singapore,Spain,South Korea,Greece,Argentina,United States,Czech Republic,Israel,Turkey,Malaysia,Colombia,Romania",> 2 hrs,Spike Lee,"Spike Lee, Paul De Meo, Kevin Willmott, Danny Bilson","Norm Lewis, Delroy Lindo, Clarke Peters, Jonathan Majors",R,6.5,,82.0,28.0,108.0,,2020-06-12,,Four African American veterans return to Vietnam decades after the war to find their squad leaders remains â€” and a stash of buried gold. From Spike Lee.,39293.0
144,petsunited,Movie,Germany,2019-11-08,Animated,2856,"Animation, Adventure, Comedy","Children & Family Movies,Sci-Fi & Fantasy,Animal Tales,Comedies,Sci-Fi Adventure,Action Comedies,Family Comedies,Family Sci-Fi & Fantasy,Family Adventures,Sci-Fi,Family Features,Family Features",English,6.0,"Spain,United Kingdom,Germany,Mexico,France,United States,Australia,Japan,Canada,Singapore,Argentina,Switzerland,Thailand,Belgium,Malaysia,Brazil,Netherlands,Italy,Colombia",1-2 hour,Reinhard Klooss,"Reinhard Klooss, Oliver Huzly","Patrick Roche, Natalie Dormer, Jeff Burrell, Felix Auer",TV-Y7,3.8,,,,,,2020-09-11,,A street-smart dog and a pampered cat join forces to lead a pack of unlikely heroes when their city is seized by its evil mayor — and his robot army.,1858.0
145,eldragónreturnofawarrior,TV,Mexico,2019-10-04,Action,2855,"Action, Adventure, Drama","Crime TV Shows,Latin American TV Shows,Mexican TV Shows,TV Action & Adventure,TV Dramas,TV Soaps,Crime TV Dramas,Crime TV Soaps","Spanish, English, Japanese",7.8,"Lithuania,Greece,Romania,Iceland,Spain,United Kingdom,Slovakia,Canada,Argentina,South Africa,Mexico,Thailand,Czech Republic,Switzerland,Australia,Belgium,Sweden,France,Singapore,India,Russia,Portugal,Poland,Hungary,Turkey,United States,Germany,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,Arturo Pérez-Reverte,"Renata Notni, Cassandra Sanchez Navarro, Manuel Balbi, Sebastián Rulli",TV-MA,7.0,,,,,,2019-10-04,,"To replace his grandfather as head of a cartel, a Tokyo financier returns to his home country of Mexico, where he must battle two rivals for control.",1422.0
146,instantfamily,Movie,United States,2018-11-16,Comedy,2850,"Comedy, Drama","Comedies,Family Cozy Time,US Movies","English, Spanish",3.5,"South Korea,Portugal,South Africa,Hungary,Hong Kong,Belgium,Czech Republic,Netherlands,Spain,Iceland,Israel,Italy,Poland,Greece,Slovakia,Sweden,Turkey,India,Romania",1-2 hour,Sean Anders,"Sean Anders, John Morris","Rose Byrne, Gustavo Escobar, Mark Wahlberg, Isabela Merced",PG-13,7.3,81.0,57.0,2.0,5.0,"$67,363,237",2019-08-16,Closest to the Hole,Two house flippers are certain they can handle their latest project: adopting three longtime foster kids. But this group is anything but a family.,89259.0
147,howtoselldrugsonlinefast,TV,Germany,2019-05-31,Comedy,2846,"Comedy, Crime, Drama, Romance","German TV Shows,Teen TV Shows,TV Comedies,Crime TV Shows,TV Dramas",German,4.0,"India,Israel,Lithuania,Brazil,Slovakia,Spain,United Kingdom,Romania,Argentina,Canada,Iceland,Mexico,Hong Kong,Belgium,United States,Switzerland,Greece,Czech Republic,Australia,South Korea,France,Japan,Poland,Russia,Netherlands,Sweden,Singapore,Germany,Portugal,South Africa,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",< 30 minutes,,"Philipp Käßbohrer, Matthias Murmann","Maximilian Mundt, Lena Klenke, Damian Hardung, Danilo Kamperidis",,7.9,,,5.0,1.0,,2019-05-31,,"To win back his ex-girlfriend, a nerdy teen starts selling ecstasy online out of his bedroom -- and becomes one of Europes biggest dealers.",20587.0
148,venom,Movie,United States,2018-10-03,Superhero,2788,"Action, Adventure, Sci-Fi","Action & Adventure,Sci-Fi Adventure,Action Sci-Fi & Fantasy,Sci-Fi & Fantasy,US Movies,Adventures,Comic Book and Superhero Movies,Blockbuster Action & Adventure,Action","English, Mandarin, Malay",2.2,"Japan,South Africa,Belgium,Canada,Hungary,Israel,Romania",1-2 hour,Ruben Fleischer,"David Michelinie, Todd McFarlane, Scott Rosenberg, Jeff Pinkner, Kelly Marcel","Tom Hardy, Michelle Williams, Scott Haze, Riz Ahmed",PG-13,6.7,30.0,35.0,3.0,9.0,"$213,515,506",2019-03-29,"Pascal Pictures, Columbia Pictures, Tencent Pictures, Marvel Entertainment",A reporter battles a mad scientist in a fight for his life after merging with a snarky alien symbiote that gives him remarkable superpowers.,362277.0
149,mysticpopupbar,TV,South Korea,2020-05-20,Mystery,2785,"Comedy, Fantasy, Mystery","Comedy Programmes,Drama Programmes,Korean Programmes,Fantasy TV Programmes,Korean TV Programmes Based on Webtoon,K-dramas,TV Mysteries",Korean,8.5,"United Kingdom,Russia,Lithuania,Canada,Iceland,South Africa,India,Australia,Mexico,South Korea,Hong Kong,Singapore,Thailand,Slovakia,France,Spain,Czech Republic,Switzerland,Germany,Poland,Japan,Hungary,Portugal,Greece,Belgium,Sweden,Argentina,United States,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia,Romania",< 30 minutes,,,"Choi Wonyoung, Sung-Jae Yook, Hwang Jeong-eum, Lee Joon-hyuk",,8.0,,,,,,2020-05-21,,A young man with a unique ability begins working for a centuries-old bar owner who resolves her customers emotional troubles by entering their dreams.,1067.0
150,maliburescuethenextwave,Movie,United States,2020-08-04,Comedy,2760,"Action, Adventure, Comedy, Family","Children & Family Films,Comedies,Family Comedies,Action Comedies,US Movies,Family Cozy Time",English,7.0,"Switzerland,Belgium,Russia,Canada,Australia,Lithuania,Mexico,Poland,Brazil,South Africa,France,India,Iceland,Thailand,Hong Kong,Italy,Singapore,Japan,Spain,Israel,South Korea,Greece,Czech Republic,United States,United Kingdom,Portugal,Netherlands,Slovakia,Germany,Sweden,Argentina,Hungary,Turkey,Malaysia,Colombia,Romania",1-2 hour,Savage Steve Holland,"Scott McAboy, Jed Elinoff, Scott Thomas, Savage Steve Holland","Curtis Armstrong, Tricia O'Kelley, Jeremy Howard, Breanna Yde",,4.6,,,,,,2020-08-04,,"As summer returns to Malibu, Team Flounder takes to the beach to host — and unexpectedly compete in — the International Beachmaster Competition.",557.0
151,miracleincellno7,Movie,Turkey,2019-10-10,Drama,2760,Drama,"Dramas,Crime Dramas,Turkish Movies,Crime Movies,Social Issue Dramas,Tearjerkers,International Dramas","Tagalog, Filipino",7.9,"Thailand,Singapore,Turkey,South Korea,Russia,Hong Kong,France,South Africa,Iceland,Sweden,Australia,Poland,Romania,Japan,Belgium,Lithuania,Germany,Hungary,Slovakia,Mexico,India,Greece,Czech Republic,Spain,Portugal,United Kingdom,Canada,Argentina,Switzerland,United States,Malaysia,Brazil,Netherlands,Israel,Italy,Colombia",> 2 hrs,Nuel C. Naval,"Hwan-kyung Lee, Mel Mendoza-Del Rosario","Xia Vigor, Bela Padilla, Joel Torre, Aga Muhlach",G,7.5,,,,4.0,,2020-03-12,,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commanders child.",1745.0
152,blackpinklightupthesky,Movie,United States,2020-10-14,Documentary,2730,"Documentary, Music","Biographical Documentaries,Social & Cultural Docs,Music & Musicals,Music & Concert Documentaries,Documentary Films,Music,Music and Concert Films,Dance Non-fiction,US Movies","Korean, English, Thai",6.1,"Lithuania,Canada,Australia,Poland,Mexico,Brazil,France,Iceland,India,South Africa,Italy,Thailand,Spain,Hong Kong,Greece,Singapore,Japan,Czech Republic,Argentina,Belgium,South Korea,Israel,Portugal,United States,Switzerland,Hungary,Russia,United Kingdom,Slovakia,Sweden,Netherlands,Germany,Turkey,Malaysia,Colombia,Romania",1-2 hour,Caroline Suh,,"Jennie Kim, Reila Post, Ji-soo Kim, Lalisa Manoban",TV-14,7.4,,66.0,,,,2020-10-14,,Record-shattering Korean girl band BLACKPINK tell their story â€” and detail the hard-fought journey of the dreams and trials behind their meteoric rise.,4875.0
153,familyguy,TV,United States,1999-01-31,Animation,2720,"Animation, Comedy","TV Comedies,Adult Animation,US TV Programmes,TV Programmes,Sitcoms","English, Portuguese",4.0,"Belgium,Portugal,France,Hong Kong,Russia,Lithuania,Romania,Hungary,South Africa,Switzerland,Canada,Thailand,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Poland,Singapore,Greece,Malaysia,Slovakia",< 30 minutes,,"David Zuckerman, Seth MacFarlane","Seth Green, Mila Kunis, Seth MacFarlane, Alex Borstein",TV-14,8.1,,,37.0,101.0,,2015-04-14,,"In Seth MacFarlanes no-holds-barred animated show, buffoonish Peter Griffin and his dysfunctional family experience wacky misadventures.",304718.0
154,thelastkingdom,TV,United Kingdom,2015-10-10,History,2713,"Action, Drama, History","TV Action & Adventure,TV Shows,TV Dramas,Period Pieces,British TV Shows,TV Shows Based on Books","English, Latin",4.2,"Australia,Portugal,Spain,Canada,Switzerland,Germany,United States,United Kingdom,Belgium,South Africa,Argentina,Mexico,Sweden,Romania,Czech Republic,France,Singapore,Poland,Lithuania,Russia,Slovakia,Hungary,Hong Kong,Japan,South Korea,Iceland,Thailand,Turkey,India,Greece,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,,"Alexander Dreymon, Eliza Butterworth, Ian Hart, Arnas Fedaravicius",TV-MA,8.4,,,,2.0,,2015-12-28,,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred -- born a Saxon but raised by Vikings -- seeks to claim his ancestral birthright.",85388.0
155,thebusinessofdrugs,TV,United States,2020-07-14,Documentary,2701,"Documentary, Crime",,English,7.9,"Israel,Czech Republic,United States,Switzerland,Belgium,Russia,United Kingdom,Portugal,Netherlands,Slovakia,Germany,Sweden,Hungary,Canada,Australia,Lithuania,Mexico,Poland,Brazil,South Africa,France,India,Iceland,Thailand,Hong Kong,Italy,Singapore,Japan,Spain,Argentina,South Korea,Greece,Turkey,Malaysia,Colombia,Romania",< 30 minutes,,,"Amaryllis Fox, Yasmin Hurd",,7.2,,,,,,2020-07-14,,"To understand the origins and true impact of the business of drugs, a former CIA analyst investigates the economics of six illicit substances.",1306.0
156,youngwallander,TV,Sweden,2020-09-03,Crime,2691,"Crime, Drama, Mystery, Thriller","Mystery Programmes,Drama Programmes,Crime TV Dramas,Swedish TV Programmes,Scandinavian TV,TV Thrillers,TV Programmes Based on Books,Nordic TV Shows",English,5.2,"Canada,Australia,Lithuania,Mexico,Poland,Brazil,France,Iceland,India,South Africa,Italy,Hong Kong,Spain,Thailand,Greece,Singapore,Japan,Czech Republic,Argentina,Belgium,South Korea,Israel,Portugal,United States,Switzerland,Hungary,Slovakia,United Kingdom,Russia,Netherlands,Germany,Sweden,Turkey,Malaysia,Colombia,Romania",< 30 minutes,,Ben Harris,"Ellise Chappell, Leanne Best, Richard Dillane, Adam Pålsson",TV-MA,6.8,,,,,,2020-09-03,,"An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character.",6427.0
157,trinkets,TV,United States,2019-06-14,Drama,2691,"Comedy, Crime, Drama","Teen TV Shows,US TV Shows,TV Shows based on Books,TV Dramas",English,5.0,"Brazil,Lithuania,Slovakia,Iceland,Spain,Romania,United Kingdom,Canada,Switzerland,Italy,United States,Israel,Belgium,Czech Republic,Greece,France,Japan,Poland,Singapore,Australia,South Korea,Sweden,Netherlands,Russia,Portugal,Germany,Argentina,Hungary,India,South Africa,Mexico,Hong Kong,Thailand,Turkey,Malaysia,Colombia",< 30 minutes,,"Kirsten Smith, Emily Meyer, Amy Andelson","Brianna Hildebrand, Odiseas Georgiadis, Kiana Madeira, Quintessa Swindell",TV-MA,7.1,,,2.0,3.0,,2019-06-14,,A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.,7027.0
158,fearcitynewyorkvsthemafia,TV,United States,2020-07-22,Documentary,2665,"Documentary, Crime","Docuseries,US TV Shows,True Crime Documentaries,Crime Documentaries",English,5.8,"South Korea,Czech Republic,United States,Belgium,Portugal,Russia,Netherlands,Slovakia,Germany,Sweden,Hungary,Thailand,Lithuania,United Kingdom,Brazil,Poland,Singapore,India,France,Argentina,Hong Kong,Iceland,Israel,Italy,Switzerland,Spain,Greece,Canada,Australia,Mexico,South Africa,Japan,Turkey,Malaysia,Colombia,Romania",< 30 minutes,,,"Jim Kossler, Michael Franzese, Joe Cantamessa, Johnny Alite",TV-MA,7.1,,,,,,2020-07-22,,"Five Mafia families ruled New York with a bloody fist in the 1970s and 80s, until a group of federal agents tried the unthinkable: taking them down.",5559.0
159,alienworlds,TV,United Kingdom,2020-12-02,Documentary,2655,Documentary,"Science & Nature Documentaries,Alien Sci-Fi,Docuseries,Nature & Ecology Documentaries,British Programmes,Sci-Fi TV",English,8.1,"Israel,Czech Republic,Poland,Australia,Canada,France,Mexico,Brazil,Italy,India,Thailand,Spain,Hong Kong,Singapore,Greece,Japan,Argentina,Belgium,United States,Switzerland,Hungary,Russia,United Kingdom,Slovakia,Malaysia,Sweden,Netherlands,Germany,Turkey,South Korea,South Africa,Iceland,Portugal,Lithuania,Colombia,Romania",< 30 minutes,,,Armand Leroi,,6.3,,,,,,2020-12-02,,"Applying the laws of life on Earth to the rest of the galaxy, this series blends science fact and fiction to imagine alien life on other planets.",80.0
160,ifanythinghappensiloveyou,Movie,United States,2020-11-20,Animated,2649,"Animation, Short, Drama","Social Issue Dramas,Dramas,Adult Animation,Tearjerkers,US Movies,Animation",None,5.5,"Lithuania,Mexico,Australia,Poland,South Africa,France,Brazil,Thailand,Iceland,Spain,Singapore,India,Greece,Argentina,Czech Republic,Hong Kong,Israel,Portugal,Switzerland,Hungary,Japan,Slovakia,Netherlands,South Korea,United States,Germany,Russia,Canada,Italy,Sweden,Belgium,Turkey,United Kingdom,Malaysia,Colombia,Romania",< 30 minutes,"Will McCormack, Michael Govier","Will McCormack, Michael Govier",,PG,7.9,,,15.0,6.0,,2020-11-21,,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,6855.0
161,timetrap,Movie,United States,2017-05-19,Science Fiction,2640,"Action, Adventure, Mystery, Sci-Fi","Sci-Fi Adventure,US Movies,Sci-Fi & Fantasy,Adventures,Action & Adventure,Action Sci-Fi & Fantasy,Time Travel Sci-Fi & Fantasy,Sci-Fi,Action Movies",English,2.8,"Canada,United Kingdom,France,Iceland,Spain,Greece,Belgium,Thailand,Portugal,Singapore,Argentina,Sweden,United States,Hong Kong,Turkey,Malaysia,Brazil,Netherlands,Italy,Israel,Russia,Colombia",1-2 hour,"Mark Dennis, Ben Foster",Mark Dennis,"Cassidy Gifford, Reiley McClendon, Olivia Draguicevich, Brianne Howey",Not Rated,6.3,58.0,46.0,1.0,1.0,,2019-04-21,"Pad Thai Pictures, Rising Phoenix Casting, Filmsmith Production &amp; Management","While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.",28907.0
162,freud,TV,Austria,2020-03-15,Drama,2638,"Biography, Crime, History, Thriller","Crime TV Dramas,TV Dramas,TV Thrillers,Period Pieces,TV Mysteries",German,3.4,"Lithuania,Mexico,Germany,Romania,Thailand,United Kingdom,Argentina,Spain,Canada,Switzerland,South Africa,Portugal,Turkey,Iceland,Australia,Japan,Russia,Sweden,South Korea,Poland,India,Singapore,France,Greece,Hong Kong,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,,"Ella Rumpf, Christoph F. Krutzler, Georg Friedrich, Robert Finster",TV-MA,6.5,,,1.0,4.0,,2020-03-23,,"Eager to make his name in 19th-century Vienna, a hungry young Sigmund Freud joins a psychic and an inspector to solve a string of bloody mysteries.",9664.0
163,furious7,Movie,United States,2015-04-03,Action,2627,"Action, Adventure, Thriller","Action & Adventure,Crime Action & Adventure,Action Thrillers,Crime Films,Action Movies","English, Thai, Arabic, Spanish",3.7,"United Kingdom,South Africa,Russia,Japan,Romania,South Korea,Hong Kong,India,Hungary,Thailand,Lithuania,Portugal,Mexico,Belgium,Switzerland,France,Iceland,Brazil,Czech Republic,Netherlands,Spain,Germany,Israel,Italy,Australia,Poland,Singapore,Argentina,Greece,Malaysia,Slovakia,Sweden,Turkey,Colombia",> 2 hrs,James Wan,"Chris Morgan, Gary Scott Thompson","Jason Statham, Michelle Rodriguez, Paul Walker, Vin Diesel",PG-13,7.1,82.0,67.0,34.0,35.0,"$353,007,020",2016-10-12,Original Film,"A team of fast-driving outlaws has settled into normal lives, but a man with a vendetta chases them out of their complacency.",359911.0
164,freaksyoureoneofus,Movie,Germany,2020-09-02,Superhero,2580,,"Sci-Fi & Fantasy,Sci-Fi Dramas,Social Issue Dramas,Dramas,Independent Movies,Comic Book and Superhero Movies,German Movies,International Sci-Fi & Fantasy,International Dramas,Sci-Fi,European Dramas,European Movies",,,"Lithuania,Canada,Australia,Poland,Mexico,Brazil,France,South Africa,Iceland,India,Italy,Thailand,Spain,Hong Kong,Singapore,Argentina,Japan,Greece,Czech Republic,Israel,South Korea,Switzerland,Belgium,United States,Portugal,United Kingdom,Hungary,Russia,Slovakia,Netherlands,Germany,Sweden,Turkey,Malaysia,Colombia,Romania",1-2 hour,,,,,,,,,,,2020-09-02,,"Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy.",
